Country;Age_Group;Gender;EmploymentType;JobType;InformalWorker;Informal_Work_Type;OtherJob;JobLoss;JobRegain;MonthlyIncome;MonthlyIncome Bracket;IncomeChange;ExpenseResponsibility;LengthSurvival;MoneyForExpenses;ConcernExpenses;Expense_Concern_Rating;MonthlyNeed;TopPriority;LowPriority;Aid;AidSource_Aid_Organisations;AidSource_Charities_Donations;AidSource_Friends_family;AidSource_Government;AidSource_Not sure;AidSource_Other;AidSource_Religious_Organizations;COVIDLoans;MobileMoneyActivity;MobileMoneyDeposit;GovernmentPriority;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Employed part time;Small business owner/employee;Yes;Seller;Restaurent;Yes;Yes;0-150000;1;Increased a bit;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Food|Medical account|Vehicle Loan;Home Loan|Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;Less concerned;1;0-150000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Other;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Other;More concerned;2;150001 - 300000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Loan/ Credit;More concerned;5;0-150000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;0-150000;Vehicle Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Other;N/A;;N/A;Rien;Yes;Don't know;150001- 300000;2;No change;Yes;< a month;Other;More concerned;1;300001 - 500000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Employed part time;Small business owner/employee;Yes;Seller;Vendeuse;Yes;Don't know;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;150001 - 300000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed full time;Other;;N/A;Formateur;Prefer not to say;N/A;0-150000;1;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;150001 - 300000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;300001 - 500000;Rent|School fees;Food|Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Self-employed;N/A;Yes;Seller;Chauffeur;No-I’m still able to work;N/A;0-150000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Not sure;;
Ivory Coast (Cote D'Ivoire);36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Loan/ Credit;No change;5;500001 - 1000000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Other;Electronique;Yes;Yes;0-150000;1;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;300001 - 500000;Food|Other;Food|Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Loan/ Credit;More concerned;5;0-150000;Credit card;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;Vehicle Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;150001- 300000;2;No change;Yes;< a month;Salary/income;More concerned;1;150001 - 300000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Employed part time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;0-150000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;4;150001 - 300000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Self-employed;N/A;Yes;Seller;Electricien;Yes;Yes;0-150000;1;Decreased a lot;Yes;< a month;Other;More concerned;5;0-150000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Self-employed;N/A;Yes;Seller;La couture;Yes;Don't know;150001- 300000;2;No change;Yes;5+ months;Loan/ Credit;Less concerned;5;0-150000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Seller;Boulanger;Yes;No;500001 - 1000000;4;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;5;300001 - 500000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Employed full time;Other;Yes;Seller;Le commerce;No-I’m still able to work;N/A;0-150000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Self-employed;N/A;Yes;Agriculture;Travaux champêtre;Yes;Don't know;0-150000;1;Increased a lot;Yes;Don’t know;Loan/ Credit;More concerned;5;Over 1000000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Seller;VENDEUR D'HABITS;Yes;Don't know;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;1;0-150000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;3;0-150000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Loan/ Credit;More concerned;5;300001 - 500000;Other;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Self-employed;N/A;Yes;Seller;Rien;Yes;Yes;0-150000;1;Decreased a lot;Yes;Don’t know;Loan/ Credit;Less concerned;5;0-150000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Salary/income;More concerned;5;0-150000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Employed part time;Small business owner/employee;Yes;Childcare;Rien;Yes;Don't know;0-150000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;Medical account;Rent|School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Employed part time;Educator;No;N/A;N/A;Yes;Yes;150001- 300000;2;No change;Yes;1 month;Salary/income;No change;1;150001 - 300000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Other;;
Ivory Coast (Cote D'Ivoire);36+;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;150001- 300000;2;No change;Yes;< a month;Salary/income;More concerned;5;150001 - 300000;Home Loan;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;5;0-150000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;150001- 300000;2;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Other;N/A;Not sure;N/A;Sage-femme en formation;No-I’m still able to work;N/A;0-150000;1;Decreased a lot;Yes;1 month;Savings;More concerned;1;0-150000;Food|Home Loan;Credit card|Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Other;N/A;;N/A;Rien;No-I’m still able to work;N/A;0-150000;1;Decreased a lot;Yes;< a month;Savings;Less concerned;1;0-150000;Credit card|Vehicle Loan;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Employed full time;Other;Yes;Seller;Vente;Yes;Yes;0-150000;1;Decreased a lot;Yes;1 month;Savings;Less concerned;5;150001 - 300000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;No change;1;0-150000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Other;Chaudronnerie;Yes;Don't know;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Loan/ Credit;More concerned;4;300001 - 500000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Other;Less concerned;5;150001 - 300000;Other;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Female;Employed full time;Other;Yes;Cleaner;Menagère;Yes;Don't know;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Rent;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Self-employed;N/A;Yes;Seller;Rien;Prefer not to say;N/A;0-150000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;Home Loan;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Female;Employed part time;Other;Yes;Childcare;Aide soignante sans emploi;Yes;Yes;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;1;0-150000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Employed part time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;No change;5;0-150000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Female;Employed part time;Small business owner/employee;No;Other;Éducation;No-I’m still able to work;N/A;150001- 300000;2;Decreased a bit;Yes;< a month;Other;No change;1;0-150000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Employed part time;Other;Yes;Sewing/tailoring;coutur;No-I’m still able to work;N/A;500001 - 1000000;4;No change;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Other;Reparation électronique;No-I’m still able to work;N/A;0-150000;1;Decreased a bit;Yes;< a month;Savings;No change;5;150001 - 300000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;4;0-150000;Other;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Female;Employed part time;Small business owner/employee;Yes;Food service;Caisse;No-I’m still able to work;N/A;0-150000;1;Decreased a lot;Yes;< a month;Salary/income;Less concerned;5;300001 - 500000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed full time;Small business owner/employee;Yes;Seller;Études;No-I’m still able to work;N/A;150001- 300000;2;Decreased a bit;Yes;< a month;Salary/income;More concerned;4;150001 - 300000;Home Loan;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Other;N/A;Yes;Agriculture;AGRICULTEUR;Prefer not to say;N/A;0-150000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;Rent|School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed full time;Government;No;N/A;N/A;Yes;Yes;150001- 300000;2;No change;Yes;5+ months;Salary/income;More concerned;2;300001 - 500000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Female;Self-employed;N/A;Yes;Other;SOUS-TRAITANCE;Yes;Yes;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;4;0-150000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Self-employed;N/A;Yes;Food service;AUCUN;Yes;Yes;0-150000;1;Decreased a lot;Yes;1 month;Loan/ Credit;Less concerned;5;0-150000;School fees;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Employed full time;Small business owner/employee;Yes;Seller;Machen;No-I’m still able to work;N/A;150001- 300000;2;Decreased a bit;Yes;Don’t know;Salary/income;Less concerned;5;150001 - 300000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed part time;Other;Not sure;N/A;Contractuel au privé;Yes;Yes;0-150000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;150001 - 300000;Credit card|Food|Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Female;Employed full time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;0-150000;1;No change;Yes;1 month;Salary/income;No change;4;0-150000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;More concerned;4;500001 - 1000000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Not sure;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed full time;Small business owner/employee;Yes;Transportation;Garde Pénitentiaire;No-I’m still able to work;N/A;150001- 300000;2;No change;Yes;< a month;Loan/ Credit;No change;5;300001 - 500000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Salary/income;More concerned;1;0-150000;Home Loan|Rent;Food|Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Not sure;;
Ivory Coast (Cote D'Ivoire);15-25;Female;Employed part time;Other;Yes;Seller;Le Commerce;Yes;No;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;150001 - 300000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;No change;4;500001 - 1000000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;Food|Rent;Food|Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;300001 - 500000;3;No change;Yes;< a month;Salary/income;No change;5;300001 - 500000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);26-35;Male;Employed full time;Educator;No;N/A;N/A;Yes;No;300001 - 500000;3;Decreased a lot;Yes;Don’t know;Savings;Less concerned;2;300001 - 500000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Agriculture;Menuisierie;No-I’m still able to work;N/A;0-150000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;5;0-150000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Ivory Coast (Cote D'Ivoire);36+;Male;Self-employed;N/A;Yes;Seller;Macon;Yes;Yes;150001- 300000;2;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;0-150000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Other;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Ivory Coast (Cote D'Ivoire);15-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Savings;Less concerned;1;300001 - 500000;Other;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
